,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review,pos_review_en,neg_review_en
88,José,Fabuloso volveremos,"La  habitación super grande, con dos estancias separadas  con 1 baño individual cada una, Tv de 52 pulgadas la habitación principal y otra más pequeña en la otra habitación. Cojimos media pensión con cena. La comida tanto desayuno como cena muy bien sobre todo la cena. La bebida va aparte incluso el agua. Tanto el personal de recepción como restaurante amables y dispuestos. 
La situación si bien no está en el mismo centro es muy buena a 5 minutos de la calle principal.",Por poner algo  que el parking son 20€ diarios.,España,8.0,En familia,Habitación Triple,2023-01-26,"The super large room, with two separate rooms with 1 single bathroom each, 52-inch TV the main room and another smaller one in the other room. We took half board with dinner. Lunch, breakfast and dinner are very good, especially dinner. The drink goes apart even the water. Both the reception staff and restaurant are friendly and willing. 
The situation although it is not in the same center is very good 5 minutes from the main street.",To put something  that the parking is 20€ per day.
89,Luis,Fantástico,"Está en una ubicación céntrica que permite visitar la ciudad a pie cómodamente. Muy recomendable para familias: Habitación grande con dos dormitorios (cama grande y litera), y dos baños. El hotel está cuidado y su personal es amable y atento. El desayuno y la cena están genial. Aunque posee parking propio, en caso de no quedar plazas libres, está muy cercano a otros parkings.",,España,9.0,En familia,Habitación Cuádruple Deluxe,2023-01-26,"It is in a central location that allows you to visit the city on foot comfortably. Highly recommended for families: Large room with two bedrooms (large bed and bunk bed), and two bathrooms. The hotel is well cared for and its staff is friendly and attentive. Breakfast and dinner are great. Although it has its own parking, if there are no free spaces, it is very close to other car parks.",
90,Fatimajm,"Cómodo
Habitación amplia",Habitación enorme. Camas muy cómodas. Ubicación. Cena excelente.,No tener parking,España,10.0,En familia,Habitación Cuádruple Estándar,2023-01-26,Huge room. Very comfortable beds. Location. Excellent dinner.,No parking
91,Maurizio,Ideal para viajar en familia,"Hotel céntrico, personal muy amable,  habitaciones familiares muy grandes. Camas muy comodas, temperatura de la habitación muy confortable  Ideal para viajar en familia.",,España,10.0,En grupo,Habitación Cuádruple Deluxe,2023-01-22,"Central hotel, very friendly staff, very large family rooms. Very comfortable beds, very comfortable room temperature Ideal for family travel.",
92,M,Lo recomiendo. un acierto en todo,Bien situado. habitacion muy grande. muy amables,,España,10.0,En familia,Habitación Cuádruple Estándar,2023-01-22,Well located. very large room. very friendly,
93,Blanca,Amplia habitación para familias numerosas,"Poder estar todos en la misma habitación, era espaciosa y estaba muy bien","La habitación olía mucho a tabaco, una de las duchas se alía el agua y en la otra no funcionaba del todo.",España,8.0,En familia,Habitación Familiar Deluxe,2023-01-20,"Being able to be all in the same room, it was spacious and it was great","The room smelled a lot of tobacco, one of the showers allied with the water and in the other it did not work at all."
94,Beatriz,buena calidad - precio,Habitación grande y espaciosa,,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2023-01-19,Large and spacious room,
95,Eduardo,muy buena,Ubicación,no aplica,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2023-01-19,Location,Not applicable.
96,Buitre,Muy bien,Ubicacion,Que me dieron una habitacion un poco vieja yo ya habia estado en otra ocasion y la habitacion era mas nueva.,España,8.0,En pareja,Habitación Doble - 1 o 2 camas,2023-01-18,Location,That they gave me a room a little old I had already been on another occasion and the room was newer.
97,Joaquim,excelente hotel,"habitación grande y confortable, el trato del personal excelente",,España,9.0,En familia,Habitación Cuádruple Estándar,2023-01-18,"large and comfortable room, excellent staff treatment",
98,Vicente,Muy bien,"La ubicacion fenomenal muy centrico cerca de todas las tiendas y restaurants,,el desayuno muy bueno y tuvieron una atencion muy bonita pues era nuestra luna de miel y nos subieron una botella de cava .muy bonito gesto.","La tele no iba bien,no funcionaba el aire ni la calefaccion,le dijimos a la camarera que nos subio la botella de cava y nos dijo que avisaria a mantenimiento
En nuestra estancia de 3 dias no vino nadie a revisarlo",España,8.0,En pareja,Habitación Doble Deluxe,2023-01-14,"The phenomenal location very central near all the shops and restaurants, breakfast very good and had a very nice attention because it was our honeymoon and we uploaded a bottle of cava.","The TV was not going well, the air and heating were not working, we told the waitress that she put up the bottle of cava and told us that she would notify maintenance
In our stay of 3 days no one came to check it"
99,Noelia,Genial,Habitación familiar,Nada,España,9.0,En familia,Habitación Cuádruple Estándar,2023-01-13,Family room,Nothing
100,Lorena,Fantástico,"Excelente ubicación, habitación muy amplia y cómoda y personal muy atento y amable.",,España,9.0,En familia,Habitación Triple,2023-01-11,"Excellent location, very spacious and comfortable room and very attentive and friendly staff.",
101,Eva,Muy buena opcion,"Buena ubicación
Personal muy amable
Habitaciones muy espaciosas
Comedor buena calidad",En general todo bastante bien,España,8.0,En pareja,Habitación Cuádruple Estándar,2023-01-11,"Good location
Very friendly staff
Very spacious rooms
Good quality dining room",En general todo bastante bien.
102,Joan,muy bueno,"increible, atencion del
personal, limpieza, ubicación.",nada,España,10.0,En familia,Habitación Cuádruple Deluxe,2023-01-11,"amazing, staff attention,
cleanliness, location.",nothing
103,Lsg98,Fantástico,"La habitación era enorme, la cama muy cómoda y el desayuno tenía mermeladas caseras riquísimas.","El parquing del hotel estaba lleno cuando llegamos, para la capacidad que tiene deberían tener un parquing más grande.",España,9.0,En pareja,Habitación Doble - 1 o 2 camas,2023-01-09,"The room was huge, the bed very comfortable and the breakfast had delicious homemade jams.","The hotel parking lot was full when we arrived, for the capacity it has they should have a larger parking lot."
104,Eva,Excepcional,"Es un hotel genial, las camas comodisimas, la cena de la media pensión es de lujo y el desayuno muy bueno.
La ubicación es perfecta y el plus de tener parquing.",,España,10.0,En familia,Habitación Cuádruple Estándar,2023-01-09,"It is a great hotel, the beds are very comfortable, the dinner of the half board is luxury and the breakfast is very good.
The location is perfect and the plus of having parking.",
105,Maria,Fantástico,"Atención del personal, ubicación y limpieza. Todo excelente.",,España,9.0,En familia,Habitación Cuádruple Estándar,2023-01-09,"Staff attention, location and cleanliness. All excellent.",
106,Sánchez,Muy bien,Habitacion muy espaciosa y comoda,"El restaurante siempre es la misma carta no varia , no hay mas opciones .Poca verdura",España,8.0,En familia,Habitación Cuádruple Estándar,2023-01-09,Very spacious and comfortable room,"The restaurant is always the same menu does not vary , there are no more options."
107,Doris,BUENA UBICACIÓN,Muy cómodo y tenía dos aseos,"Uno de los aseos tenía un olor
desagradable, cañería vieja .",Puerto Rico,8.0,En familia,Habitación Cuádruple Estándar,2023-01-08,Very comfortable and had two toilets,"One of the toilets had a smell
nasty, old plumbing."
108,Tomas,Excepcional,"Todo muy bien, se puede repetir.","Que fue ñoco tiempo, para disfrutar más ➕",Marruecos,10.0,En grupo,Habitación Cuádruple Deluxe,2023-01-08,"All very well, it can be repeated.","That it was ñoco time, to enjoy more ➕"
109,Juan,Excepcional,Todo en general.,Bien.,España,10.0,En familia,Habitación Cuádruple Estándar,2023-01-06,"Everything, in general. ",Fine.
110,Ruben,Excepcional,perfecto,,España,10.0,En familia,Habitación Triple,2023-01-06,Perfect,
111,Alicia,Fantástico,La amplitud de las habitaciones y que teníamos dos baños,Se oía mucho a los vecinos de al lado.,España,9.0,En familia,Habitación Cuádruple Deluxe,2023-01-05,The spaciousness of the rooms and that we had two bathrooms,I could hear a lot of the neighbors next door.
112,Claudia,genial,las habitaciones son enormes!,,España,10.0,En familia,Habitación Doble - 1 o 2 camas,2023-01-03,the rooms are huge!,
113,Eva,Por un mejor precio repetiría.,"Habitaciones muy amplias, habitación separada para los niños con otro baño.","Precio muy alto, la televisión de la habitación de los niños no funcionaba.",España,8.0,En familia,Habitación Cuádruple Estándar,2022-12-30,"Very spacious rooms, separate room for children with another bathroom.","Very high price, the TV in the children's room did not work."
114,Emilia,Todo perfecto,Todo perfecto.,,España,9.0,En familia,Habitación Cuádruple Estándar,2022-12-28,Everything is perfect. ,
115,Pilar,Habitación familiar muy cómoda y espaciosa.,"La habitación familiar muy espaciosa . 
Hotel muy céntrico.
parquing en el mismo hotel (de pago).",nada que objetar.,España,10.0,En familia,Habitación Cuádruple Estándar,2022-12-25,"The family room is very spacious . 
Very central hotel.
Parking in the same hotel (for a fee).",No complaints here.
116,Sabrina,Fantástico,La ubicación y la limpieza,,España,9.0,En pareja,Habitación Cuádruple Estándar,2022-12-25,Location and cleanliness,
117,Mariana,Fantástico,muy bien,,España,9.0,En familia,Habitación Cuádruple Deluxe,2022-12-25,very good,
118,Larysa,Muy bien,los baños no estaban bien limpios,,España,8.0,En pareja,Habitación Cuádruple Deluxe,2022-12-24,the toilets were not clean.,
119,Eduard,Salida familiar,"Espacioso, y super centrico","Por decir alguna cosa, por la mañana el ruido de los coches/camiones descargando en la calle.",España,9.0,En familia,Habitación Cuádruple Estándar,2022-12-23,"Spacious, and super central","To say something, in the morning the noise of cars/trucks unloading on the street."
120,Susanna,Estancia de 10 ❤️,"la habitación es muy espaciosa, camas cómodas, el desayuno es buenísimo y el personal es de 10",todo me pareció perfecto,España,10.0,En familia,Habitación Cuádruple Estándar,2022-12-23,"the room is very spacious, comfortable beds, the breakfast is great and the staff is 10",everything seemed perfect to me
121,Isabel,Sensacional,"Cama cómoda, habitación muy amplia y limpia. el personal es extremadamente amable y el desayuno buffet riquísimo. Es la segunda vez que nos alojamos en él y volveremos sin duda.",Lástima que los últimos días los desagües de los baños olían bastante fuerte.,España,9.0,En pareja,Habitación Doble Deluxe,2022-12-21,"Comfortable bed, very spacious and clean room. The staff is extremely friendly and the breakfast buffet delicious. It's the second time we've stayed at it and we'll definitely be back.",Too bad the last few days the bathroom drains smelled pretty loud.
122,Marisol,Excepcional,Lo grandes que son las habitaciones  gustado mucho 👍,,España,10.0,En familia,Habitación Cuádruple Deluxe,2022-12-18,How great the rooms are I really liked them 👍,
123,Flor,Muy bonito y céntrico.,"La ubicación es perfecta, las dos chicas de recepción son encantadoras, la comida de el restaurante muy buena, las habitaciones familiares muy bonitas y amplias, no nos esperábamos que fueran así y la limpieza de las habitaciones muy buena también,relación calidad precio inmejorable , sin duda alguna si volvemos a venir repetiremos de hotel seguro.",,España,10.0,En familia,Habitación Triple,2022-12-17,"The location is perfect, the two reception girls are lovely, the food of the restaurant very good, the family rooms very nice and spacious, we did not expect them to be like this and the cleanliness of the rooms very good too,unbeatable value for money , without a doubt if we come back we will repeat from safe hotel.",
124,Mila,Excepcional,"En general ha sido todo una buena experiencia y muy amables todo el personal.
Calidad excelente y para volver más veces.",Me gustó todo,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2022-12-15,"Overall it has been a good experience and very friendly all the staff.
Excellent quality and to come back more times.",I liked everything
