client,nationality,title,pos_review,pos_review_en,pos_compound,pos_comp_score,len_pos_review,neg_review,neg_review_en,neg_compound,neg_comp_score,len_neg_review,date_review,year_review,month_review,score,score_2,travel_type,room_type
Monica,España,Una habitación cuadruple brutal!,"Lo grande y bien mantenida que estaba la habitación. Es tan grande que parece un piso! Muebles modernos y cuadros de fotografias de Andorra muy bonitas (nada horteras como en muchos hoteles. Agua y zumos gratis en el mini bar a la llegada! Aunque el agua del grifo de Andorra es fenomenal! Calentador de agua y infusiones en la habitación! Agua en la recepción y algun minicroissant! Habitaciones cuadriples gigantes!! con 2 lavabos completos, literas y 2 smarthTV!! Feliz porque normalmente las habitaciones triples o cuatriples son con sofás cama, pero en este hotel son una literas espaciosas modernas y bonitas. La cama de matrimonio muy grande y con colchon de calidad. Hasta las almohadas eran geniales (yo lo paso fatal con las almohadas de los hoteles que suelen estar muy aplastadas del uso). La habitación tenía 2 super wc completos con ducha los 2 y gel, champu, body milk y gel de manos. Wifi gratis! Armarios super grandes. Sofa de 3 plazas muy nuevo y mucho espacio libre. Cortinas de foscurit de calidad, bonitas y modernas!! La verdad es que esperaba que lloviera para quedarme un buen rato en la habitación! Habia hasta un aro de luz para selfies e Instagramers! Un flipe! Limpieza 10!!
Desayuno muy bueno! Mesas grandes para familias. Las pastas estàn buenisimas! el pan muy bueno y gran variedad para los pequeños. Café de cápsula!!! un lujo!!!! Tomamos algo en la cafeteria y muy bien, muy agradable y las raciones de patatas chips gigantes! Paquing muy bien. Genial para cargar y descargar con ascensor directo a las habitaciones.
Parquing público muy cerca y barato. 
Zona super céntrica y tranquila pero a 2 min de tiendas y restaurantea buenisimos.y variados alrededor.
Personal muy profesional atento y simpático! sin duda volveremos!!! De todos los hoteles que he estado en Andorra (voy 4 veces al años en invierno y en verano)  todos de 4*, es el mejor de todos!!!
A partir de ahora será nuestro hotel!",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,1929,No hubo nada que no me gustara. La verdad es que flipé bastante. No me esperaba que estuviera tan bien. Sólo que logicamente al ser un hotel céntrico no tiene buenas vistas.,"There was nothing I didn't like. Actually, I freaked out quite a bit. I didn't expect it to be so good. Only logically being a centrally located hotel does not have good views.",0.8804,positive,173,2023-02-02,2023,2,10.0,Wonderful,En familia,Habitación Triple
Maria,España,muy buena,muy linda habitación y muy bien ubicado,very nice room and very well located,0.669,positive,39,un poco caro,A bit pricey,0.0,neutral,12,2023-02-01,2023,2,10.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Umaima,España,Excepcional,muy amplio limpio tranquilo muy amables todo excelente,very spacious clean quiet very friendly all excellent,0.8869,positive,54,,,,,0,2023-02-01,2023,2,10.0,Wonderful,En familia,Habitación Familiar
Brenda,España,Fantástico,"Todo desde la habitación , la zona y la limpieza y el restaurante","Everything from the room , the area and the cleaning and the restaurant",0.0,neutral,65,El parking,the Parking,0.0,neutral,10,2023-01-31,2023,1,9.0,Wonderful,En pareja,Habitación Cuádruple Estándar
Maria,España,Excepcional,"Ubicación.
Limpieza.
Calefacción.","Location.
Cleaning.
Heating.",0.0,neutral,33,"Colchones muy blandos.
Elevado precio desayuno.","Very soft mattresses.
High breakfast price.",0.0,neutral,47,2023-01-31,2023,1,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Etha,Francia,Excepcional,todo,everything,0.0,neutral,4,,,,,0,2023-01-31,2023,1,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
David,España,Muy bien,"La ubicación es muy buena, la habitación muy grande, con espacio separado para los niños con su baño propio. La cama muy grande y colchones muy comodos. En general todo perfecto.","The location is very good, the room very large, with separate space for children with their own bathroom. Very large bed and very comfortable mattresses. Overall everything is perfect.",0.8882,positive,178,La temperatura para mi gusto muy elevada aún apagando la calefacción estaba a 23 grados.,The temperature for my very high taste even turning off the heating was at 23 degrees.,0.0,neutral,88,2023-01-30,2023,1,8.0,Good,En familia,Habitación Cuádruple Deluxe
Sanchez,España,buen servicio y sobre todo buenísima comida,mucho,A lot.,0.0,neutral,5,,,,,0,2023-01-29,2023,1,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Marisa,España,Estancia perfecta,"Hotel céntrico, habitación amplia, restauración muy buena, la atención por parte del personal sobre todo del comedor extraordinaria. Siempre que vamos apostamos por este hotel y no nos defrauda. Sin duda volveremos.","Central hotel, spacious room, very good restaurant, the attention by the staff especially the extraordinary dining room. Whenever we go we bet on this hotel and it does not disappoint us. We'll definitely be back.",0.7993,positive,215,,,,,0,2023-01-29,2023,1,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Carlos,España,excelente alojamiento con un trato exquisito. Recomendable 100%,"personal, decoración funcional con amplias habitaciones","staff, functional decor with spacious rooms",0.0,neutral,55,plazas de parking limitadas aunque dispones de varios aparcamientos públicos muy cercanos,limited parking spaces although you have several public parking lots nearby,-0.2263,negative,89,2023-01-28,2023,1,10.0,Wonderful,Persona que viaja sola,Habitación Doble - 1 o 2 camas
Iván,España,Excepcional,"habitación grande, moderna y limpia","large, modern and clean room",0.4019,positive,35,,,,,0,2023-01-28,2023,1,10.0,Wonderful,En grupo,Habitación Doble - 1 o 2 camas
Alex,España,Espacio ideal para descanso en familia,confort habitación y la atención del servicio,comfort Room and Service Attention,0.3612,positive,45,nada en concreto,Unspecified,0.0,neutral,16,2023-01-27,2023,1,10.0,Wonderful,En familia,Habitación Triple
Carlos,España,de 10,todo,everything,0.0,neutral,4,nada,nothing,0.0,neutral,4,2023-01-26,2023,1,10.0,Wonderful,En grupo,Habitación Cuádruple Deluxe
José,España,Fabuloso volveremos,"La  habitación super grande, con dos estancias separadas  con 1 baño individual cada una, Tv de 52 pulgadas la habitación principal y otra más pequeña en la otra habitación. Cojimos media pensión con cena. La comida tanto desayuno como cena muy bien sobre todo la cena. La bebida va aparte incluso el agua. Tanto el personal de recepción como restaurante amables y dispuestos. 
La situación si bien no está en el mismo centro es muy buena a 5 minutos de la calle principal.","The super large room, with two separate rooms with 1 single bathroom each, 52-inch TV the main room and another smaller one in the other room. We took half board with dinner. Lunch, breakfast and dinner are very good, especially dinner. The drink goes apart even the water. Both the reception staff and restaurant are friendly and willing. 
The situation although it is not in the same center is very good 5 minutes from the main street.",0.9258,positive,473,Por poner algo  que el parking son 20€ diarios.,To put something  that the parking is 20€ per day.,0.0,neutral,47,2023-01-26,2023,1,8.0,Good,En familia,Habitación Triple
Luis,España,Fantástico,"Está en una ubicación céntrica que permite visitar la ciudad a pie cómodamente. Muy recomendable para familias: Habitación grande con dos dormitorios (cama grande y litera), y dos baños. El hotel está cuidado y su personal es amable y atento. El desayuno y la cena están genial. Aunque posee parking propio, en caso de no quedar plazas libres, está muy cercano a otros parkings.","It is in a central location that allows you to visit the city on foot comfortably. Highly recommended for families: Large room with two bedrooms (large bed and bunk bed), and two bathrooms. The hotel is well cared for and its staff is friendly and attentive. Breakfast and dinner are great. Although it has its own parking, if there are no free spaces, it is very close to other car parks.",0.9531,positive,378,,,,,0,2023-01-26,2023,1,9.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Fatimajm,España,"Cómodo
Habitación amplia",Habitación enorme. Camas muy cómodas. Ubicación. Cena excelente.,Huge room. Very comfortable beds. Location. Excellent dinner.,0.8622,positive,64,No tener parking,No parking,-0.296,negative,16,2023-01-26,2023,1,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Maurizio,España,Ideal para viajar en familia,"Hotel céntrico, personal muy amable,  habitaciones familiares muy grandes. Camas muy comodas, temperatura de la habitación muy confortable  Ideal para viajar en familia.","Central hotel, very friendly staff, very large family rooms. Very comfortable beds, very comfortable room temperature Ideal for family travel.",0.9335,positive,169,,,,,0,2023-01-22,2023,1,10.0,Wonderful,En grupo,Habitación Cuádruple Deluxe
M,España,Lo recomiendo. un acierto en todo,Bien situado. habitacion muy grande. muy amables,Well located. very large room. very friendly,0.6801,positive,48,,,,,0,2023-01-22,2023,1,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Blanca,España,Amplia habitación para familias numerosas,"Poder estar todos en la misma habitación, era espaciosa y estaba muy bien","Being able to be all in the same room, it was spacious and it was great",0.6249,positive,73,"La habitación olía mucho a tabaco, una de las duchas se alía el agua y en la otra no funcionaba del todo.","The room smelled a lot of tobacco, one of the showers allied with the water and in the other it did not work at all.",0.0,neutral,105,2023-01-20,2023,1,8.0,Good,En familia,Habitación Familiar Deluxe
Beatriz,España,buena calidad - precio,Habitación grande y espaciosa,Large and spacious room,0.0,neutral,29,,,,,0,2023-01-19,2023,1,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Eduardo,España,muy buena,Ubicación,Location,0.0,neutral,9,no aplica,Not applicable.,0.0,neutral,9,2023-01-19,2023,1,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Buitre,España,Muy bien,Ubicacion,Location,0.0,neutral,9,Que me dieron una habitacion un poco vieja yo ya habia estado en otra ocasion y la habitacion era mas nueva.,That they gave me a room a little old I had already been on another occasion and the room was newer.,0.0,neutral,108,2023-01-18,2023,1,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Joaquim,España,excelente hotel,"habitación grande y confortable, el trato del personal excelente","large and comfortable room, excellent staff treatment",0.7906,positive,64,,,,,0,2023-01-18,2023,1,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Vicente,España,Muy bien,"La ubicacion fenomenal muy centrico cerca de todas las tiendas y restaurants,,el desayuno muy bueno y tuvieron una atencion muy bonita pues era nuestra luna de miel y nos subieron una botella de cava .muy bonito gesto.","The phenomenal location very central near all the shops and restaurants, breakfast very good and had a very nice attention because it was our honeymoon and we uploaded a bottle of cava.",0.742,positive,218,"La tele no iba bien,no funcionaba el aire ni la calefaccion,le dijimos a la camarera que nos subio la botella de cava y nos dijo que avisaria a mantenimiento
En nuestra estancia de 3 dias no vino nadie a revisarlo","The TV was not going well, the air and heating were not working, we told the waitress that she put up the bottle of cava and told us that she would notify maintenance
In our stay of 3 days no one came to check it",-0.4614,negative,213,2023-01-14,2023,1,8.0,Good,En pareja,Habitación Doble Deluxe
Noelia,España,Genial,Habitación familiar,Family room,0.0,neutral,19,Nada,Nothing,0.0,neutral,4,2023-01-13,2023,1,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Lorena,España,Fantástico,"Excelente ubicación, habitación muy amplia y cómoda y personal muy atento y amable.","Excellent location, very spacious and comfortable room and very attentive and friendly staff.",0.894,positive,83,,,,,0,2023-01-11,2023,1,9.0,Wonderful,En familia,Habitación Triple
Eva,España,Muy buena opcion,"Buena ubicación
Personal muy amable
Habitaciones muy espaciosas
Comedor buena calidad","Good location
Very friendly staff
Very spacious rooms
Good quality dining room",0.8516,positive,85,En general todo bastante bien,En general todo bastante bien.,0.0,neutral,29,2023-01-11,2023,1,8.0,Good,En pareja,Habitación Cuádruple Estándar
Joan,España,muy bueno,"increible, atencion del
personal, limpieza, ubicación.","amazing, staff attention,
cleanliness, location.",0.5859,positive,54,nada,nothing,0.0,neutral,4,2023-01-11,2023,1,10.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Lsg98,España,Fantástico,"La habitación era enorme, la cama muy cómoda y el desayuno tenía mermeladas caseras riquísimas.","The room was huge, the bed very comfortable and the breakfast had delicious homemade jams.",0.8622,positive,95,"El parquing del hotel estaba lleno cuando llegamos, para la capacidad que tiene deberían tener un parquing más grande.","The hotel parking lot was full when we arrived, for the capacity it has they should have a larger parking lot.",0.0,neutral,118,2023-01-09,2023,1,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Eva,España,Excepcional,"Es un hotel genial, las camas comodisimas, la cena de la media pensión es de lujo y el desayuno muy bueno.
La ubicación es perfecta y el plus de tener parquing.","It is a great hotel, the beds are very comfortable, the dinner of the half board is luxury and the breakfast is very good.
The location is perfect and the plus of having parking.",0.9391,positive,160,,,,,0,2023-01-09,2023,1,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Maria,España,Fantástico,"Atención del personal, ubicación y limpieza. Todo excelente.","Staff attention, location and cleanliness. All excellent.",0.5719,positive,60,,,,,0,2023-01-09,2023,1,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Sánchez,España,Muy bien,Habitacion muy espaciosa y comoda,Very spacious and comfortable room,0.552,positive,33,"El restaurante siempre es la misma carta no varia , no hay mas opciones .Poca verdura","The restaurant is always the same menu does not vary , there are no more options.",-0.296,negative,85,2023-01-09,2023,1,8.0,Good,En familia,Habitación Cuádruple Estándar
Doris,Puerto Rico,BUENA UBICACIÓN,Muy cómodo y tenía dos aseos,Very comfortable and had two toilets,0.5563,positive,28,"Uno de los aseos tenía un olor
desagradable, cañería vieja .","One of the toilets had a smell
nasty, old plumbing.",-0.5574,negative,60,2023-01-08,2023,1,8.0,Good,En familia,Habitación Cuádruple Estándar
